ZIP,PARENT_METRO_REGION,market_score,market_category,Median_Income,county_adj,score_adj,max_ltv,MEDIAN_SALE_PRICE,HOMES_SOLD,MEDIAN_DOM
92203,"Riverside, CA",55.60056811457116,Neutral,45379,-1,0,69,575000.0,139.0,78.0
90501,"Los Angeles, CA",75.98832773001047,Prime,41101,-2,2,70,1070000.0,48.0,24.5
92508,"Riverside, CA",64.3829625211065,Neutral,54421,-1,0,69,730000.0,87.0,48.0
90701,"Los Angeles, CA",63.67792247365185,Neutral,30365,-2,0,68,849990.0,13.0,31.0
92373,"Riverside, CA",64.79542868792842,Neutral,52873,-1,0,69,726500.0,80.0,37.0
91775,"Los Angeles, CA",61.51188026783889,Neutral,49055,-2,0,68,685000.0,1.0,14.0
92264,"Riverside, CA",23.12364849960785,Declining,45708,-1,-5,64,825000.0,1.0,191.0
91702,"Los Angeles, CA",62.966836266288915,Neutral,33244,-2,0,68,845000.0,36.0,35.0
90706,"Los Angeles, CA",49.67334273064186,Neutral,34573,-2,0,68,672500.0,6.0,27.0
92401,"Riverside, CA",34.339016739604475,Declining,20029,-1,-5,64,235000.0,1.0,31.0
91506,"Los Angeles, CA",45.382270157185395,Neutral,50392,-2,0,68,745000.0,3.0,76.0
91602,"Los Angeles, CA",56.65798930599736,Neutral,59581,-2,0,68,2247500.0,20.0,26.0
90305,"Los Angeles, CA",58.408008942635256,Neutral,43270,-2,0,68,910000.0,9.0,41.0
90301,"Los Angeles, CA",39.035222980319126,Neutral,29798,-2,0,68,959500.0,2.0,271.5
92358,"Riverside, CA",38.26139685991687,Neutral,29259,-1,0,69,345000.0,1.0,140.0
92504,"Riverside, CA",34.18223573294559,Declining,36135,-1,-5,64,496000.0,3.0,60.0
91746,"Los Angeles, CA",26.402561964754657,Declining,31847,-2,-5,63,530000.0,3.0,120.0
90012,"Los Angeles, CA",37.97555264985236,Neutral,33370,-2,0,68,547500.0,22.0,69.5
90806,"Los Angeles, CA",19.18994487191776,Declining,31545,-2,-5,63,867000.0,4.0,149.0
91306,"Los Angeles, CA",49.91641362381306,Neutral,35772,-2,0,68,399000.0,9.0,34.0
92404,"Riverside, CA",39.01960175270165,Neutral,32424,-1,0,69,780000.0,5.0,25.0
90603,"Los Angeles, CA",75.88678177792102,Prime,46151,-2,2,70,878000.0,39.0,36.0
90808,"Los Angeles, CA",82.35311795734988,Prime,60803,-2,2,70,1055000.0,54.0,25.0
91382,"Los Angeles, CA",,Neutral,,-2,0,68,900000.0,3.0,5.0
90501,"Los Angeles, CA",74.44774206678849,Prime,41101,-2,2,70,1120000.0,31.0,22.0
91326,"Los Angeles, CA",71.68405979370328,Prime,63228,-2,2,70,1395000.0,73.0,32.0
91352,"Los Angeles, CA",38.27787736211008,Neutral,30866,-2,0,68,571000.0,3.0,98.0
91801,"Los Angeles, CA",63.45064283480595,Neutral,41008,-2,0,68,1400000.0,5.0,33.0
92410,"Riverside, CA",38.7730904005002,Neutral,28719,-1,0,69,583000.0,1.0,10.0
91344,"Los Angeles, CA",75.35063802407704,Prime,45903,-2,2,70,1090000.0,75.0,35.5
91207,"Los Angeles, CA",75.28996049767042,Prime,51726,-2,2,70,2500000.0,10.0,24.5
92563,"Riverside, CA",71.1516969703296,Prime,47576,-1,2,71,705000.0,155.0,32.0
90260,"Los Angeles, CA",47.400856548182695,Neutral,36464,-2,0,68,462500.0,2.0,38.0
91350,"Los Angeles, CA",75.62114220056678,Prime,57984,-2,2,70,800000.0,98.0,40.0
92301,"Riverside, CA",70.43600570090268,Prime,29543,-1,2,71,390000.0,74.0,33.5
91501,"Los Angeles, CA",67.41170411291677,Neutral,41289,-2,0,68,1665000.0,10.0,32.0
90732,"Los Angeles, CA",52.250559420230125,Neutral,54640,-2,0,68,504500.0,12.0,57.5
92591,"Riverside, CA",39.71201301508203,Neutral,45880,-1,0,69,514500.0,6.0,44.0
91206,"Los Angeles, CA",80.02161009456357,Prime,41269,-2,2,70,1365000.0,44.0,32.0
91710,"Riverside, CA",62.302145638273466,Neutral,40969,-1,0,69,515000.0,23.0,35.0
92284,"Riverside, CA",50.95746708871217,Neutral,31992,-1,0,69,382500.0,1.0,9.0
92883,"Riverside, CA",58.571393748459585,Neutral,50170,-1,0,69,624184.5,30.0,61.0
90245,"Los Angeles, CA",79.54874071332603,Prime,75829,-2,2,70,2100000.0,20.0,23.0
90731,"Los Angeles, CA",47.85988903666101,Neutral,37626,-2,0,68,591500.0,14.0,51.5
92405,"Riverside, CA",37.297619746963655,Neutral,29111,-1,0,69,310000.0,6.0,16.0
90008,"Los Angeles, CA",45.15649781342032,Neutral,36362,-2,0,68,1190000.0,46.0,66.5
90717,"Los Angeles, CA",40.13050831735458,Neutral,43211,-2,0,68,480000.0,5.0,48.0
90029,"Los Angeles, CA",55.8321061150049,Neutral,29890,-2,0,68,1094500.0,8.0,49.0
90094,"Los Angeles, CA",42.85993444249671,Neutral,113705,-2,0,68,1250000.0,21.0,76.5
91040,"Los Angeles, CA",41.70442411764482,Neutral,41448,-2,0,68,622000.0,2.0,100.0
90260,"Los Angeles, CA",37.064144656811656,Neutral,36464,-2,0,68,837500.0,6.0,34.0
90291,"Los Angeles, CA",36.173898764283784,Neutral,80550,-2,0,68,2017750.0,4.0,197.5
90018,"Los Angeles, CA",41.6519919829133,Neutral,32126,-2,0,68,1000000.0,31.0,112.5
90029,"Los Angeles, CA",47.33302130719525,Neutral,29890,-2,0,68,1067000.0,16.0,49.0
92536,"Riverside, CA",31.789279930658125,Declining,33185,-1,-5,64,600000.0,11.0,67.0
91405,"Los Angeles, CA",16.935911751450284,Declining,30745,-2,-5,63,1575000.0,1.0,39.0
93550,"Los Angeles, CA",40.51789302216437,Neutral,28824,-2,0,68,305000.0,1.0,49.0
91203,"Los Angeles, CA",34.09584304785273,Declining,41284,-2,-5,63,1025000.0,3.0,29.0
91401,"Los Angeles, CA",61.70432842134633,Neutral,35693,-2,0,68,1055000.0,58.0,48.0
90638,"Los Angeles, CA",84.46678622298009,Prime,42240,-2,2,70,880000.0,75.0,20.5
91745,"Los Angeles, CA",41.83852210630985,Neutral,40314,-2,0,68,634000.0,2.0,93.0
90012,"Los Angeles, CA",52.44944230446305,Neutral,33370,-2,0,68,1201000.0,1.0,34.0
90265,"Los Angeles, CA",33.47232338183479,Declining,77274,-2,-5,63,1455000.0,9.0,227.5
90701,"Los Angeles, CA",63.59391683491721,Neutral,30365,-2,0,68,802500.0,10.0,29.5
92324,"Riverside, CA",58.2317770219533,Neutral,33621,-1,0,69,520000.0,75.0,44.5
90045,"Los Angeles, CA",31.556001417078207,Declining,61278,-2,-5,63,662500.0,4.0,148.5
90270,"Los Angeles, CA",22.43701301740832,Declining,28035,-2,-5,63,650000.0,5.0,65.0
92564,"Riverside, CA",,Neutral,,-1,0,69,874000.0,1.0,46.0
91602,"Los Angeles, CA",62.92213424673497,Neutral,59581,-2,0,68,775000.0,14.0,64.0
91007,"Los Angeles, CA",61.623450235823086,Neutral,49317,-2,0,68,1500000.0,49.0,40.0
91108,"Los Angeles, CA",78.45157243785667,Prime,72264,-2,2,70,3349000.0,18.0,32.0
90028,"Los Angeles, CA",34.29652361597504,Declining,39352,-2,-5,63,687000.0,10.0,62.5
92354,"Riverside, CA",73.04056784085728,Prime,39513,-1,2,71,646000.0,16.0,29.5
91737,"Riverside, CA",69.25808258604388,Neutral,51417,-1,0,69,1094000.0,40.0,35.0
92382,"Riverside, CA",40.21745522134381,Neutral,45852,-1,0,69,342500.0,26.0,112.5
90212,"Los Angeles, CA",37.34898164649253,Neutral,70904,-2,0,68,2650000.0,3.0,155.0
91792,"Los Angeles, CA",23.59419187018492,Declining,39114,-2,-5,63,540000.0,1.0,57.0
91617,"Los Angeles, CA",,Neutral,,-2,0,68,1262500.0,1.0,344.0
91790,"Los Angeles, CA",26.75334662742769,Declining,36732,-2,-5,63,728800.0,3.0,131.0
90505,"Los Angeles, CA",82.30991411899983,Prime,62872,-2,2,70,1520000.0,47.0,20.0
91303,"Los Angeles, CA",55.229714451578815,Neutral,34226,-2,0,68,699000.0,13.0,38.0
92584,"Riverside, CA",44.43927276399558,Neutral,48872,-1,0,69,474000.0,2.0,14.5
90064,"Los Angeles, CA",83.39913845921237,Prime,73636,-2,2,70,1843000.0,67.0,43.0
91506,"Los Angeles, CA",77.5231118649912,Prime,50392,-2,2,70,1230500.0,39.0,39.0
91502,"Los Angeles, CA",59.94142211517608,Neutral,36441,-2,0,68,925000.0,3.0,27.0
91761,"Riverside, CA",40.472897590210025,Neutral,40185,-1,0,69,580000.0,9.0,74.0
91326,"Los Angeles, CA",65.08406509916526,Neutral,63228,-2,0,68,890500.0,9.0,17.0
91302,"Los Angeles, CA",55.57346280683282,Neutral,80452,-2,0,68,812500.0,2.0,81.5
93536,"Los Angeles, CA",40.79755490559051,Neutral,48208,-2,0,68,359000.0,4.0,57.5
92314,"Riverside, CA",45.59570492774413,Neutral,36986,-1,0,69,390000.0,67.0,99.0
92223,"Riverside, CA",63.76680856220488,Neutral,42581,-1,0,69,541000.0,209.0,52.0
92405,"Riverside, CA",56.027320283525206,Neutral,29111,-1,0,69,475000.0,47.0,39.0
90101,"Los Angeles, CA",,Neutral,,-2,0,68,635000.0,1.0,29.0
90804,"Los Angeles, CA",35.31153310937802,Neutral,35952,-2,0,68,790000.0,11.0,36.5
91001,"Los Angeles, CA",44.900582188366855,Neutral,54228,-2,0,68,1320000.0,1.0,48.0
90703,"Los Angeles, CA",77.92217454476102,Prime,51314,-2,2,70,1205000.0,49.0,27.5
92242,"Riverside, CA",15.264956855508718,Declining,28582,-1,-5,64,100000.0,5.0,111.0
90032,"Los Angeles, CA",75.13625924397643,Prime,32100,-2,2,70,825000.0,55.0,35.0
90291,"Los Angeles, CA",32.700409074253535,Declining,80550,-2,-5,63,1602000.0,2.0,63.0
90230,"Los Angeles, CA",67.0109768634647,Neutral,64574,-2,0,68,638000.0,38.0,52.0
90254,"Los Angeles, CA",40.30740937054593,Neutral,96463,-2,0,68,2350000.0,4.0,38.0
92401,"Riverside, CA",50.484454770874564,Neutral,20029,-1,0,69,260500.0,2.0,22.5
91748,"Los Angeles, CA",30.839339848034292,Declining,33789,-2,-5,63,415000.0,5.0,120.0
90803,"Los Angeles, CA",65.18995974508476,Neutral,71891,-2,0,68,1373000.0,76.0,46.0
91614,"Los Angeles, CA",,Neutral,,-2,0,68,800000.0,1.0,177.0
91758,"Riverside, CA",,Neutral,,-1,0,69,550000.0,5.0,88.0
91745,"Los Angeles, CA",43.76332689706729,Neutral,40314,-2,0,68,483000.0,13.0,70.0
91326,"Los Angeles, CA",69.42339123824235,Neutral,63228,-2,0,68,1472500.0,60.0,34.5
92201,"Riverside, CA",33.50294629949665,Declining,33296,-1,-5,64,245000.0,7.0,37.0
91335,"Los Angeles, CA",73.99214247806556,Prime,33791,-2,2,70,810000.0,94.0,29.0
91709,"Riverside, CA",62.90883456317526,Neutral,50750,-1,0,69,625000.0,21.0,35.0
91606,"Los Angeles, CA",48.48205891187677,Neutral,32572,-2,0,68,977500.0,34.0,54.5
90230,"Los Angeles, CA",36.36565521609636,Neutral,64574,-2,0,68,1925000.0,1.0,149.0
90272,"Los Angeles, CA",42.81666506760126,Neutral,96854,-2,0,68,2005000.0,1.0,129.0
90601,"Los Angeles, CA",68.73244335299061,Neutral,47837,-2,0,68,910000.0,32.0,33.0
90304,"Los Angeles, CA",30.06741247305702,Declining,29213,-2,-5,63,719000.0,3.0,127.0
90240,"Los Angeles, CA",66.47159607496933,Neutral,40307,-2,0,68,1000000.0,25.0,27.0
91775,"Los Angeles, CA",57.01426828616292,Neutral,49055,-2,0,68,1640000.0,2.0,53.5
90230,"Los Angeles, CA",39.30628690980531,Neutral,64574,-2,0,68,848500.0,5.0,74.0
91732,"Los Angeles, CA",46.10048952491817,Neutral,27986,-2,0,68,851000.0,6.0,102.0
90701,"Los Angeles, CA",24.421691264608064,Declining,30365,-2,-5,63,849990.0,3.0,130.0
91331,"Los Angeles, CA",75.1244178409539,Prime,30081,-2,2,70,752500.0,76.0,32.0
92211,"Riverside, CA",51.34312439854877,Neutral,47472,-1,0,69,500000.0,129.0,75.5
92562,"Riverside, CA",71.94127392245035,Prime,49126,-1,2,71,710500.0,161.0,32.0
91356,"Los Angeles, CA",63.326073131131736,Neutral,54561,-2,0,68,1955000.0,44.0,40.0
91741,"Los Angeles, CA",60.90597879997345,Neutral,47658,-2,0,68,1100000.0,44.0,50.0
90255,"Los Angeles, CA",19.749991911936064,Declining,28130,-2,-5,63,872500.0,6.0,69.0
92268,"Riverside, CA",12.917281139728331,Declining,17663,-1,-5,64,470000.0,3.0,72.0
91042,"Los Angeles, CA",68.12570962803429,Neutral,35895,-2,0,68,960000.0,41.0,46.0
90066,"Los Angeles, CA",87.92090540137836,Prime,60593,-2,2,70,1889000.0,86.0,29.5
90033,"Los Angeles, CA",19.704538942811443,Declining,25038,-2,-5,63,827500.0,8.0,99.0
90019,"Los Angeles, CA",59.64451630124869,Neutral,35236,-2,0,68,1410000.0,53.0,69.0
90302,"Los Angeles, CA",52.10888306397398,Neutral,34637,-2,0,68,530000.0,11.0,65.0
92508,"Riverside, CA",48.42215736868097,Neutral,54421,-1,0,69,399000.0,1.0,19.0
90274,"Los Angeles, CA",64.55462587656243,Neutral,89875,-2,0,68,2420000.0,69.0,31.0
91011,"Los Angeles, CA",70.73081078626578,Prime,100704,-2,2,70,2531500.0,40.0,31.0
90068,"Los Angeles, CA",60.295974657455396,Neutral,66830,-2,0,68,1655000.0,77.0,66.0
91016,"Los Angeles, CA",52.9210220372756,Neutral,46914,-2,0,68,784000.0,3.0,36.0
91313,"Los Angeles, CA",,Neutral,,-2,0,68,569500.0,2.0,30.0
90011,"Los Angeles, CA",28.65052097849226,Declining,24657,-2,-5,63,599000.0,11.0,64.0
90712,"Los Angeles, CA",78.66954092115095,Prime,52375,-2,2,70,857500.0,42.0,28.5
92505,"Riverside, CA",18.60151540288874,Declining,36489,-1,-5,64,730000.0,4.0,131.5
90505,"Los Angeles, CA",21.43969038916291,Declining,62872,-2,-5,63,1350000.0,1.0,109.0
91602,"Los Angeles, CA",22.693545428631246,Declining,59581,-2,-5,63,2460000.0,2.0,70.5
91355,"Los Angeles, CA",69.9124667730754,Neutral,56964,-2,0,68,807500.0,84.0,32.0
91791,"Los Angeles, CA",64.72563947446825,Neutral,40819,-2,0,68,954000.0,31.0,38.0
91724,"Los Angeles, CA",68.22080901718172,Neutral,45103,-2,0,68,974000.0,30.0,30.5
91384,"Los Angeles, CA",33.41584440586999,Declining,51143,-2,-5,63,642500.0,2.0,106.0
90292,"Los Angeles, CA",62.72120944194327,Neutral,88079,-2,0,68,1325000.0,73.0,57.5
92276,"Riverside, CA",28.919863969356925,Declining,35048,-1,-5,64,386500.0,10.0,71.5
92571,"Riverside, CA",73.34033993897609,Prime,32845,-1,2,71,557500.0,82.0,29.0
92223,"Riverside, CA",52.8929419975625,Neutral,42581,-1,0,69,428000.0,4.0,57.5
92264,"Riverside, CA",56.416573142993,Neutral,45708,-1,0,69,475000.0,133.0,55.0
90013,"Los Angeles, CA",24.02974015259375,Declining,24835,-2,-5,63,635000.0,11.0,107.0
90505,"Los Angeles, CA",20.13129714832146,Declining,62872,-2,-5,63,1390000.0,1.0,120.0
91504,"Los Angeles, CA",40.651568606603846,Neutral,49983,-2,0,68,736500.0,8.0,62.0
90016,"Los Angeles, CA",23.539212148235233,Declining,37886,-2,-5,63,849750.0,6.0,111.0
93544,"Los Angeles, CA",45.57155647379234,Neutral,37202,-2,0,68,460000.0,2.0,152.0
92591,"Riverside, CA",70.33473227357273,Prime,45880,-1,2,71,764500.0,98.0,37.5
90745,"Los Angeles, CA",68.76152181036697,Neutral,35300,-2,0,68,795000.0,43.0,45.0
91345,"Los Angeles, CA",67.97327790622586,Neutral,33240,-2,0,68,852000.0,15.0,13.0
91748,"Los Angeles, CA",31.92305051055573,Declining,33789,-2,-5,63,1480000.0,1.0,14.0
92397,"Riverside, CA",38.88472711186864,Neutral,43750,-1,0,69,428750.0,18.0,84.0
90210,"Los Angeles, CA",49.36556632757346,Neutral,78750,-2,0,68,4000000.0,63.0,83.5
91740,"Los Angeles, CA",56.2103683030947,Neutral,40044,-2,0,68,625000.0,5.0,34.0
91605,"Los Angeles, CA",35.337529365276446,Neutral,29375,-2,0,68,2515000.0,1.0,1.0
91722,"Los Angeles, CA",73.17310797651389,Prime,35228,-2,2,70,759000.0,39.0,31.0
92277,"Riverside, CA",32.225528878079146,Declining,36330,-1,-5,64,300000.0,1.0,77.0
91020,"Los Angeles, CA",60.284506494736,Neutral,47551,-2,0,68,822000.0,3.0,35.0
92313,"Riverside, CA",58.877491621719656,Neutral,43485,-1,0,69,605000.0,23.0,32.0
91789,"Los Angeles, CA",43.19072653423825,Neutral,48861,-2,0,68,640000.0,9.0,142.0
91746,"Los Angeles, CA",66.92679858536967,Neutral,31847,-2,0,68,790000.0,35.0,36.0
90057,"Los Angeles, CA",37.75658340961125,Neutral,27087,-2,0,68,1117000.0,1.0,180.0
91606,"Los Angeles, CA",13.243990316736944,Declining,32572,-2,-5,63,962500.0,2.0,128.0
91604,"Los Angeles, CA",58.999309375603644,Neutral,70013,-2,0,68,2200000.0,59.0,49.0
90250,"Los Angeles, CA",62.51702371134199,Neutral,36781,-2,0,68,905000.0,31.0,29.0
91345,"Los Angeles, CA",47.500608881493065,Neutral,33240,-2,0,68,555000.0,1.0,18.0
91390,"Los Angeles, CA",60.81403254951224,Neutral,59186,-2,0,68,917500.0,38.0,40.0
91010,"Los Angeles, CA",72.52604848946625,Prime,36618,-2,2,70,790000.0,42.0,36.5
90731,"Los Angeles, CA",68.937071552399,Neutral,37626,-2,0,68,833750.0,78.0,37.0
92590,"Riverside, CA",39.825010105433236,Neutral,38199,-1,0,69,958000.0,9.0,34.0
90007,"Los Angeles, CA",48.815672915226514,Neutral,18886,-2,0,68,962500.0,2.0,24.0
92393,"Riverside, CA",,Neutral,,-1,0,69,269750.0,2.0,114.5
91709,"Riverside, CA",56.821629581421185,Neutral,50750,-1,0,69,625000.0,7.0,36.0
91007,"Los Angeles, CA",51.624641162586414,Neutral,49317,-2,0,68,2400000.0,23.0,35.0
90029,"Los Angeles, CA",21.32330876235569,Declining,29890,-2,-5,63,1137500.0,6.0,96.0
90290,"Los Angeles, CA",33.626981603237155,Declining,69113,-2,-5,63,2312500.0,8.0,101.0
90802,"Los Angeles, CA",31.10555717232862,Declining,49788,-2,-5,63,1122500.0,6.0,96.5
90008,"Los Angeles, CA",46.527736493077654,Neutral,36362,-2,0,68,1300000.0,36.0,59.5
90064,"Los Angeles, CA",22.203640405233397,Declining,73636,-2,-5,63,2442500.0,2.0,163.0
91396,"Los Angeles, CA",,Neutral,,-2,0,68,375000.0,1.0,26.0
90604,"Los Angeles, CA",36.395711520555984,Neutral,41318,-2,0,68,1092500.0,2.0,164.5
90804,"Los Angeles, CA",47.0947745374141,Neutral,35952,-2,0,68,437500.0,18.0,39.0
92536,"Riverside, CA",31.789279930658125,Declining,33185,-1,-5,64,600000.0,11.0,67.0
91101,"Los Angeles, CA",67.06500154250774,Neutral,58605,-2,0,68,774863.5,40.0,40.0
92354,"Riverside, CA",73.78797479631794,Prime,39513,-1,2,71,646000.0,18.0,29.5
92305,"Riverside, CA",17.024929431491607,Declining,78125,-1,-5,64,110000.0,1.0,552.0
91732,"Los Angeles, CA",56.71388406036705,Neutral,27986,-2,0,68,689000.0,17.0,34.0
91387,"Los Angeles, CA",55.905433931716445,Neutral,46090,-2,0,68,410000.0,15.0,109.0
92503,"Riverside, CA",57.819093366710774,Neutral,37066,-1,0,69,722000.0,2.0,34.0
90027,"Los Angeles, CA",56.30319229619053,Neutral,47407,-2,0,68,660000.0,5.0,36.0
92878,"Riverside, CA",,Neutral,,-1,0,69,810000.0,17.0,22.0
91020,"Los Angeles, CA",61.47646539459242,Neutral,47551,-2,0,68,849750.0,2.0,26.5
90402,"Los Angeles, CA",86.46325918200064,Prime,91710,-2,2,70,7097500.0,34.0,22.5
92270,"Riverside, CA",54.36973231403135,Neutral,56522,-1,0,69,1250000.0,136.0,68.0
90101,"Los Angeles, CA",,Neutral,,-2,0,68,678500.0,2.0,69.0
90605,"Los Angeles, CA",40.25316844475651,Neutral,40329,-2,0,68,595000.0,1.0,37.0
91123,"Los Angeles, CA",,Neutral,,-2,0,68,2700000.0,1.0,80.0
90210,"Los Angeles, CA",41.82354389294179,Neutral,78750,-2,0,68,1733000.0,12.0,67.5
90746,"Los Angeles, CA",66.79946579757693,Neutral,46564,-2,0,68,632000.0,3.0,18.0
92374,"Riverside, CA",70.58910418818675,Prime,38389,-1,2,71,594000.0,86.0,41.0
90640,"Los Angeles, CA",71.57692582819955,Prime,33809,-2,2,70,850000.0,24.0,31.0
91801,"Los Angeles, CA",61.43983445053208,Neutral,41008,-2,0,68,692000.0,11.0,42.5
90036,"Los Angeles, CA",47.60572604982354,Neutral,64004,-2,0,68,535000.0,3.0,78.0
91786,"Riverside, CA",31.443977209475094,Declining,40282,-1,-5,64,680000.0,5.0,50.0
92410,"Riverside, CA",43.14664610990585,Neutral,28719,-1,0,69,665000.0,5.0,33.0
92308,"Riverside, CA",52.888344249744954,Neutral,32970,-1,0,69,430000.0,149.0,69.0
92517,"Riverside, CA",,Neutral,,-1,0,69,390000.0,2.0,53.0
90247,"Los Angeles, CA",61.586022165845264,Neutral,35080,-2,0,68,840000.0,51.0,47.0
91001,"Los Angeles, CA",85.49473414950099,Prime,54228,-2,2,70,646750.0,36.0,17.5
91311,"Los Angeles, CA",49.56383852182632,Neutral,51864,-2,0,68,640000.0,16.0,39.5
90292,"Los Angeles, CA",72.63996208299851,Prime,88079,-2,2,70,1250000.0,9.0,33.0
90049,"Los Angeles, CA",61.089551300253206,Neutral,91316,-2,0,68,1249500.0,48.0,52.0
91107,"Los Angeles, CA",49.21619645098905,Neutral,57509,-2,0,68,800000.0,5.0,25.0
92377,"Riverside, CA",68.36255309634541,Neutral,39759,-1,0,69,668070.0,52.0,36.0
92882,"Riverside, CA",50.224615978410256,Neutral,41464,-1,0,69,399000.0,11.0,35.0
91762,"Riverside, CA",54.52765174051667,Neutral,36442,-1,0,69,492500.0,22.0,37.5
90501,"Los Angeles, CA",39.8246344260639,Neutral,41101,-2,0,68,1167500.0,6.0,37.0
90048,"Los Angeles, CA",58.06003314483947,Neutral,74361,-2,0,68,1330000.0,1.0,35.0
91804,"Los Angeles, CA",,Neutral,,-2,0,68,960000.0,4.0,60.0
91313,"Los Angeles, CA",,Neutral,,-2,0,68,575500.0,3.0,29.0
92501,"Riverside, CA",14.878075051193928,Declining,39615,-1,-5,64,340000.0,1.0,64.0
91001,"Los Angeles, CA",85.53261496117688,Prime,54228,-2,2,70,673500.0,37.0,18.0
92592,"Riverside, CA",77.20529486911632,Prime,53960,-1,2,71,780000.0,183.0,26.0
91204,"Los Angeles, CA",24.751769786900084,Declining,29555,-2,-5,63,728500.0,6.0,77.0
90024,"Los Angeles, CA",54.13840031697455,Neutral,21670,-2,0,68,3304500.0,20.0,33.0
91801,"Los Angeles, CA",60.96893266771005,Neutral,41008,-2,0,68,740000.0,10.0,36.5
92225,"Riverside, CA",3.098429967507784,Declining,22621,-1,-5,64,195000.0,1.0,207.0
92506,"Riverside, CA",73.06835631562532,Prime,50248,-1,2,71,708000.0,102.0,37.0
92503,"Riverside, CA",64.59385165995111,Neutral,37066,-1,0,69,678500.0,113.0,49.0
90304,"Los Angeles, CA",15.408989884043889,Declining,29213,-2,-5,63,710000.0,1.0,34.0
91732,"Los Angeles, CA",38.03267058912658,Neutral,27986,-2,0,68,627500.0,6.0,28.0
90603,"Los Angeles, CA",36.506852041665994,Neutral,46151,-2,0,68,813000.0,1.0,85.0
91423,"Los Angeles, CA",62.2919120646134,Neutral,65542,-2,0,68,2195000.0,49.0,39.0
92567,"Riverside, CA",46.44852802224334,Neutral,36288,-1,0,69,573421.5,20.0,57.0
93550,"Los Angeles, CA",45.82305609599959,Neutral,28824,-2,0,68,370000.0,4.0,28.0
92314,"Riverside, CA",45.78502959100608,Neutral,36986,-1,0,69,388750.0,66.0,98.0
92509,"Riverside, CA",78.94386552020012,Prime,35329,-1,2,71,640000.0,125.0,27.0
92506,"Riverside, CA",53.16460561554719,Neutral,50248,-1,0,69,337000.0,9.0,41.0
90018,"Los Angeles, CA",26.703855675880988,Declining,32126,-2,-5,63,950000.0,9.0,199.0
91752,"Riverside, CA",12.549450830649633,Declining,40266,-1,-5,64,540000.0,1.0,355.0
91733,"Los Angeles, CA",64.27290463009544,Neutral,27167,-2,0,68,855000.0,17.0,40.0
91786,"Riverside, CA",72.9187704739296,Prime,40282,-1,2,71,775000.0,58.0,30.0
91208,"Los Angeles, CA",58.32726484789036,Neutral,60320,-2,0,68,647500.0,4.0,40.0
92395,"Riverside, CA",59.15584404130075,Neutral,28603,-1,0,69,425000.0,107.0,45.5
90250,"Los Angeles, CA",72.22907723523358,Prime,36781,-2,2,70,930000.0,47.0,33.0
92210,"Riverside, CA",44.27512521830457,Neutral,66243,-1,0,69,755000.0,23.0,106.0
91601,"Los Angeles, CA",39.57816979104311,Neutral,44236,-2,0,68,1135000.0,8.0,34.5
90505,"Los Angeles, CA",82.28302532783438,Prime,62872,-2,2,70,1383250.0,60.0,22.5
91354,"Los Angeles, CA",67.53435501603133,Neutral,71340,-2,0,68,928000.0,71.0,34.0
90094,"Los Angeles, CA",55.10660517170257,Neutral,113705,-2,0,68,1761000.0,29.0,47.5
90732,"Los Angeles, CA",68.9793591491285,Neutral,54640,-2,0,68,1264750.0,30.0,45.0
90640,"Los Angeles, CA",70.79396200285686,Prime,33809,-2,2,70,822500.0,50.0,42.0
90020,"Los Angeles, CA",60.294442706609615,Neutral,34694,-2,0,68,2551750.0,4.0,33.0
92401,"Riverside, CA",49.881659950649386,Neutral,20029,-1,0,69,286000.0,1.0,14.0
91731,"Los Angeles, CA",36.190342565350285,Neutral,26640,-2,0,68,688000.0,3.0,114.0
90043,"Los Angeles, CA",37.75219700147666,Neutral,35206,-2,0,68,410000.0,3.0,111.0
90026,"Los Angeles, CA",76.83086294546302,Prime,42782,-2,2,70,1600000.0,43.0,40.0
92374,"Riverside, CA",62.67486156343275,Neutral,38389,-1,0,69,395000.0,4.0,23.0
90063,"Los Angeles, CA",57.420515076866074,Neutral,29138,-2,0,68,820000.0,15.0,47.0
91008,"Los Angeles, CA",32.5421347692466,Declining,66125,-2,-5,63,2665000.0,4.0,84.0
92203,"Riverside, CA",35.09155107096138,Neutral,45379,-1,0,69,445000.0,12.0,98.5
91321,"Los Angeles, CA",54.318440501491615,Neutral,37750,-2,0,68,737500.0,54.0,51.0
90804,"Los Angeles, CA",43.55185428411191,Neutral,35952,-2,0,68,1374750.0,10.0,40.0
90278,"Los Angeles, CA",49.950751997985364,Neutral,73612,-2,0,68,2043750.0,8.0,37.0
91202,"Los Angeles, CA",67.07793361138104,Neutral,42398,-2,0,68,757750.0,6.0,33.0
91402,"Los Angeles, CA",56.07177867219089,Neutral,27806,-2,0,68,800000.0,13.0,39.5
90404,"Los Angeles, CA",51.4236434910613,Neutral,47701,-2,0,68,1475000.0,27.0,89.0
92335,"Riverside, CA",52.804499346712156,Neutral,32757,-1,0,69,390000.0,1.0,29.0
90814,"Los Angeles, CA",70.62957032027911,Prime,58350,-2,2,70,1340000.0,11.0,30.0
91205,"Los Angeles, CA",39.242858524132615,Neutral,28679,-2,0,68,1450000.0,3.0,143.0
90713,"Los Angeles, CA",75.21196615690671,Prime,52029,-2,2,70,878000.0,43.0,30.0
91803,"Los Angeles, CA",54.83359875892037,Neutral,38459,-2,0,68,1111000.0,16.0,70.5
